	Source file	DateTime	Date	Time	Duration(s)	Comments	Si29_CPS	Si29_CPS_Int2SE	Li_ppm_m7	Li_ppm_m7_Int2SE	Mg_ppm_m24	Mg_ppm_m24_Int2SE	Al_ppm_m27	Al_ppm_m27_Int2SE	K_ppm_m39	K_ppm_m39_Int2SE	Ca_ppm_m42	Ca_ppm_m42_Int2SE	Ca_ppm_m43	Ca_ppm_m43_Int2SE	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Fe_ppm_m57	Fe_ppm_m57_Int2SE	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Sn_ppm_m118	Sn_ppm_m118_Int2SE	Ba_ppm_m137	Ba_ppm_m137_Int2SE	La_ppm_m139	La_ppm_m139_Int2SE	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Hf_ppm_m178	Hf_ppm_m178_Int2SE	Pb_ppm_m208	Pb_ppm_m208_Int2SE	ExtraMetaData	Si29_CPS_LOD	Li_ppm_m7_LOD	Mg_ppm_m24_LOD	Al_ppm_m27_LOD	K_ppm_m39_LOD	Ca_ppm_m42_LOD	Ca_ppm_m43_LOD	Ti_ppm_m49_LOD	Mn_ppm_m55_LOD	Fe_ppm_m57_LOD	Rb_ppm_m85_LOD	Sr_ppm_m88_LOD	Zr_ppm_m90_LOD	Sn_ppm_m118_LOD	Ba_ppm_m137_LOD	La_ppm_m139_LOD	Ce_ppm_m140_LOD	Nd_ppm_m146_LOD	Hf_ppm_m178_LOD	Pb_ppm_m208_LOD
Output_1_192	1303355 140-8 - 2.d	13/09/2019 (6) 19:50:17.00	13/09/2019 (6)	19:50:17.00	35.036	1303355 140-8 - 2.d	7.85E+06	0.26E+06	4.448	0.077	26750	130	1786	14	867.2	2.5	64540	350	64330	330	213.6	1.9	16.75	0.16	708.2	5.5	3.739	0.050	48.74	0.28	31.10	0.23	11.95	0.12	21.80	0.28	2.304	0.030	3.960	0.046	1.873	0.049	0.849	0.026	1.032	0.028	FILENAME: 1303355 140-8 - 2.csv	0	0.024497	0.061583	0.078343	0.37975	12.95	8.8004	0.096837	0.060965	0.87333	0.02718	0.0017857	0.0017503	0.015613	0.0041166	0.000817	0.00094369	0.002258	0.0019249	0.001797
Output_1_193	1303355 140-8 - 3.d	13/09/2019 (6) 19:51:47.00	13/09/2019 (6)	19:51:47.00	35.035	1303355 140-8 - 3.d	7.97E+06	0.30E+06	4.385	0.096	26640	150	1778	15	866.3	3.0	64130	410	63850	460	211.3	2.4	16.62	0.17	715.6	5.2	3.715	0.053	48.55	0.32	32.78	0.28	11.78	0.14	21.37	0.31	2.285	0.032	3.909	0.048	1.793	0.052	0.926	0.030	1.009	0.019	FILENAME: 1303355 140-8 - 3.csv	0	0.029842	0.057531	0.074839	0.41655	10.143	8.1868	0.12841	0.070799	0.94883	0.026942	0.0013079	0.0032767	0.014753	0.008158	0.00068056	0.00068589	0.0044755	0.0022343	0.002604
Output_1_194	1303355 140-8 - 4.d	13/09/2019 (6) 19:53:20.00	13/09/2019 (6)	19:53:20.00	35.036	1303355 140-8 - 4.d	7.86E+06	0.30E+06	4.353	0.081	26760	140	1779	14	862.9	2.4	64280	350	64020	390	211.0	2.3	16.57	0.18	709.3	5.4	3.653	0.048	48.60	0.30	32.32	0.29	11.53	0.14	21.41	0.25	2.281	0.029	3.904	0.038	1.735	0.052	0.844	0.028	0.983	0.023	FILENAME: 1303355 140-8 - 4.csv	0	0.029834	0.082295	0.072328	0.43949	11.734	11.131	0.12946	0.070608	0.92619	0.028677	0.0016962	0	0.012401	0.0042518	0.0010732	0.00085049	0.0045649	0.0025281	0.0029616
Output_1_195	1303355 140-8 - 5.d	13/09/2019 (6) 19:54:55.00	13/09/2019 (6)	19:54:55.00	35.036	1303355 140-8 - 5.d	7.92E+06	0.29E+06	4.239	0.085	26660	130	1777	13	859.0	2.5	64300	320	63820	360	213.8	1.8	16.63	0.19	711.9	5.2	3.689	0.046	48.36	0.30	32.06	0.22	11.81	0.15	21.54	0.26	2.303	0.029	3.944	0.038	1.806	0.063	0.859	0.027	1.015	0.025	FILENAME: 1303355 140-8 - 5.csv	0	0.032044	0.065935	0.087145	0.39005	11.417	11.058	0.11937	0.078238	1.0018	0.025896	0.0023564	0.001792	0.012349	0.0082616	0.00049083	0.00049477	0.0056078	0.0019736	0.0033363
Output_1_196	1303355 140-8 - 6.d	13/09/2019 (6) 19:56:33.00	13/09/2019 (6)	19:56:33.00	35.036	1303355 140-8 - 6.d	8.05E+06	0.29E+06	4.360	0.075	26590	140	1772	13	861.4	2.4	64070	380	63830	380	212.8	2.1	16.76	0.16	717.2	5.6	3.642	0.048	48.30	0.27	32.75	0.24	11.86	0.16	21.45	0.25	2.339	0.027	3.961	0.039	1.743	0.044	0.904	0.028	1.006	0.025	FILENAME: 1303355 140-8 - 6.csv	0	0.027671	0.051795	0.063099	0.43044	11.463	7.4377	0.099725	0.071377	0.95113	0.020917	0.0016809	0.0024328	0.010942	0.0041158	0.00047844	0.0010723	0.0038564	0.0015821	0.0021511
Output_1_197	1303355 140-8 - 7.d	13/09/2019 (6) 19:58:02.99	13/09/2019 (6)	19:58:02.99	29.215	1303355 140-8 - 7.d	8.30E+06	0.30E+06	4.621	0.081	26810	140	1784	15	861.1	2.6	64180	370	63940	430	212.0	2.3	16.80	0.18	710.8	5.1	3.661	0.053	48.59	0.27	31.73	0.25	11.69	0.15	21.70	0.30	2.261	0.038	3.891	0.037	1.729	0.058	0.860	0.028	1.007	0.022	FILENAME: 1303355 140-8 - 7.csv	0	0.0306	0.062698	0.071935	0.447	10.411	10.077	0.11087	0.073801	0.93554	0.026942	0.0019461	0.0017754	0.012725	0.0041884	0.00048686	0.0016469	0.0051117	0.0016098	0.0029864
Output_1_198	1303355 140-8 - 8.d	13/09/2019 (6) 19:59:37.00	13/09/2019 (6)	19:59:37.00	35.036	1303355 140-8 - 8.d	7.88E+06	0.29E+06	4.329	0.098	26640	150	1771	14	862.4	2.3	63690	380	63540	340	212.2	2.2	16.53	0.14	712.0	5.5	3.643	0.049	48.05	0.28	32.16	0.21	11.78	0.16	20.97	0.33	2.268	0.029	3.923	0.042	1.766	0.049	0.878	0.030	1.002	0.024	FILENAME: 1303355 140-8 - 8.csv	0	0.029168	0.067048	0.067524	0.47405	10.733	10.681	0.09435	0.07161	1.154	0.02537	0.0013284	0.0012784	0.012056	0.0059496	0.00049253	0.00097171	0.0045519	0.0022693	0.0028076
Output_1_199	1303355 140-8 - 9.d	13/09/2019 (6) 20:01:11.00	13/09/2019 (6)	20:01:11.00	35.036	1303355 140-8 - 9.d	8.04E+06	0.29E+06	4.455	0.077	26650	130	1780	13	865.3	2.5	63850	300	63930	340	213.7	2.3	16.66	0.17	711.3	5.5	3.692	0.050	48.20	0.22	32.15	0.23	11.86	0.13	21.21	0.28	2.292	0.032	3.898	0.041	1.776	0.059	0.870	0.025	1.007	0.025	FILENAME: 1303355 140-8 - 9.csv	0	0.02972	0.058331	0.070151	0.42898	9.9807	10.774	0.13281	0.064302	1.0625	0.024463	0.0014938	0.0021401	0.014942	0.011462	0.00094561	0.00083193	0.0059283	0.0015976	0.0025244
Output_1_200	1303355 140-8 - 10.d	13/09/2019 (6) 20:02:50.00	13/09/2019 (6)	20:02:50.00	35.035	1303355 140-8 - 10.d	8.13E+06	0.33E+06	4.294	0.086	26750	120	1781	14	865.6	2.6	64040	320	64000	350	215.5	2.1	16.78	0.16	717.0	5.8	3.751	0.049	48.76	0.29	31.31	0.24	11.57	0.13	21.43	0.26	2.283	0.026	3.960	0.038	1.777	0.059	0.878	0.028	1.006	0.022	FILENAME: 1303355 140-8 - 10.csv	0	0.03202	0.060094	0.063761	0.35529	11.674	8.7003	0.1113	0.0752	0.97589	0.026162	0.0017817	0.0021144	0.010576	0	0.0012409	0.0010464	0.0074206	0.0019205	0.002249
																																																																			
